,maker_num,model_num,detail_num,cost,exchange
2560,97,97,97,419818,"Rear bumper:coating,exchange"
2561,97,98,98,587919,"Bumper:coating,exchange"
2562,97,135,135,392019,Bumper:exchange
2563,1,30,30,381534,"Front bumper:exchange,coating"
2564,1,17,17,339238,"Rear bumper:coating,exchange"
2565,1,15,39,607778,"Front bumper:exchange,coating"
2566,1,30,30,498128,"Rear bumper:coating,exchange"
2567,97,150,154,348056,"Rear bumper:coating,exchange"
2568,1,13,42,322390,Wheel:exchange
2569,97,144,145,445900,"Bumper:coating,exchange"
2570,97,118,119,652689,"Bumper:coating,exchange"
2571,1,14,37,353879,"Rear bumper:coating,exchange"
2572,97,99,99,761709,"Rear bumper:coating,exchange;Bumper:coating,exchange"
2573,1,13,42,914838,"Rear bumper:coating,exchange"
2574,1,14,38,292619,"Rear bumper:coating,exchange"
2575,97,150,153,304388,"Front bumper:exchange,coating"
2576,97,99,99,465200,"Rear bumper:coating,exchange"
2577,97,150,152,269710,"Rear bumper:coating,exchange"
2578,97,99,165,488929,"Bumper:coating,exchange"
2579,97,144,147,426119,"Bumper:coating,exchange"
2580,97,144,148,785479,"Rear bumper:coating,exchange"
2581,97,118,125,809459,"Rear bumper:coating,exchange"
2582,1,29,29,385538,"Front bumper:exchange,coating"
2583,1,10,12,880969,"Rear bumper:coating,exchange"
2584,97,99,99,770069,"Rear bumper:coating,exchange"
2585,97,118,123,347999,"Front bumper:exchange,coating"
2586,97,144,145,405329,"Bumper:coating,exchange"
2587,1,1,2,435128,"Rear bumper:repair,coating,exchange"
2588,97,162,163,638378,"Rear bumper:coating,exchange"
2589,1,15,39,701369,"Rear bumper:coating,exchange"
2590,1,4,6,328938,"Front bumper:exchange,coating"
2591,97,114,149,361919,"Bumper:coating,exchange"
2592,1,22,22,661779,"Rear bumper:coating,exchange"
2593,1,15,39,550032,"Bumper:coating,exchange"
2594,1,13,42,668468,"Rear bumper:coating,exchange"
2595,97,105,130,426598,"Rear bumper:coating,exchange"
2596,97,114,149,454078,"Rear bumper:repair,coating,exchange"
2597,1,8,34,300678,"Front bumper:exchange,coating"
2598,1,1,2,375950,"Bumper:coating,exchange"
2599,97,144,147,685409,"Rear bumper:coating,exchange"
2600,97,114,149,434569,"Bumper:coating,exchange"
2601,1,4,6,389279,"Rear bumper:coating,exchange"
2602,97,99,99,336919,"Bumper:coating,exchange"
2603,97,144,147,723799,"Rear bumper:coating,exchange"
2604,97,144,145,776889,"Bumper:coating,exchange"
2605,97,99,99,365219,"Rear bumper:coating,exchange"
2606,97,114,149,396919,"Bumper:coating,exchange"
2607,97,144,148,551794,"Bumper:coating,exchange"
2608,1,28,28,293419,"Bumper:coating,exchange"
2609,1,1,2,349099,"Bumper:coating,exchange"
2610,97,99,100,471859,"Rear bumper:coating,exchange"
2611,1,4,6,334788,"Front bumper:exchange,coating"
2612,1,1,3,622169,"Bumper:coating,exchange"
2613,97,97,97,529187,"Rear bumper:coating,exchange"
2614,97,105,130,397449,"Rear bumper:coating,exchange"
2615,1,14,35,372660,"Rear bumper:coating,exchange"
2616,97,99,100,447442,"Rear bumper:coating,exchange"
2617,1,9,9,424521,"Rear bumper:coating,exchange"
2618,97,144,148,847096,"Rear bumper:coating,exchange"
2619,97,144,145,903557,"Rear bumper:coating,exchange"
2620,97,105,130,416198,"Front bumper:exchange,coating"
2621,1,27,27,799530,"Rear bumper:coating,exchange"
2622,97,133,134,222700,Wheel:exchange
2623,97,170,170,476339,"Rear bumper:coating,exchange"
2624,97,156,156,389510,"Rear bumper:coating,exchange"
2625,1,13,42,450469,"Rear bumper:coating,exchange"
2626,97,105,130,375029,"Bumper:coating,exchange"
2627,1,13,42,459848,"Rear bumper:coating,exchange"
2628,97,170,170,373029,"Rear bumper:coating,exchange"
2629,97,162,163,830758,"Rear bumper:coating,exchange"
2630,1,1,2,321169,"Bumper:coating,exchange"
2631,1,22,23,614408,"Rear bumper:coating,exchange"
2632,1,20,20,483389,"Rear bumper:coating,exchange"
2633,97,150,152,925659,"Bumper:coating,exchange"
2634,1,4,6,389299,"Rear bumper:coating,exchange"
2635,97,144,148,1780169,"Bumper:coating,exchange"
2636,97,150,152,336579,"Rear bumper:coating,exchange"
2637,1,13,42,450168,"Front bumper:exchange,coating"
2638,1,30,30,482039,"Front bumper:exchange,coating"
2639,97,97,97,1280282,"Rear bumper:coating,exchange"
2640,1,8,34,467698,"Rear bumper:coating,exchange"
2641,97,144,145,419650,"Bumper:coating,exchange"
2642,71,71,71,682718,"Rear bumper:coating,exchange"
2643,97,114,114,406760,"Rear bumper:coating,exchange"
2644,97,144,147,781909,"Bumper:coating,exchange"
2645,97,114,149,762719,"Bumper:coating,exchange"
2646,97,99,99,653769,"Bumper:coating,repair,exchange"
2647,1,14,38,319119,Front bumper:exchange;Bumper:coating
2648,97,105,130,530332,"Bumper:coating,exchange"
2649,97,99,103,1050732,"Rear bumper:coating,exchange"
2650,1,13,42,343999,"Front bumper:exchange,coating"
2651,97,118,126,678119,"Bumper:coating,exchange"
2652,1,13,42,483060,"Rear bumper:coating,exchange"
2653,1,22,22,623929,"Rear bumper:coating,exchange"
2654,1,15,39,749809,"Rear bumper:coating,exchange"
2655,97,114,115,423790,"Rear bumper:coating,exchange"
2656,97,144,145,863339,"Bumper:coating,exchange"
2657,1,27,27,633469,"Bumper:coating,repair,exchange"
2658,1,13,42,335928,"Front bumper:exchange,coating"
2659,97,105,130,453479,"Rear bumper:coating,exchange"
2660,97,118,125,686149,"Rear bumper:coating,exchange"
2661,97,162,163,356649,"Rear bumper:coating,exchange"
2662,97,150,152,384634,"Rear bumper:repair,coating,exchange"
2663,97,144,148,974496,"Rear bumper:coating,exchange"
2664,1,22,22,359230,Wheel:exchange
2665,97,105,130,462269,"Bumper:coating,exchange"
2666,1,30,30,353319,"Front bumper:exchange,coating"
2667,1,4,5,431924,"Rear bumper:coating,exchange"
2668,1,14,37,444059,"Rear bumper:coating,exchange"
2669,1,8,34,639128,"Front bumper:exchange,coating"
2670,97,144,148,389369,"Bumper:coating,exchange"
2671,1,15,40,356778,"Front bumper:exchange,coating"
2672,97,114,114,440015,"Rear bumper:coating,exchange"
2673,97,150,152,654849,Side mirror:exchange
2674,97,105,128,388390,"Rear bumper:coating,exchange"
2675,97,105,130,529030,"Bumper:coating,exchange"
2676,97,150,152,320487,"Rear bumper:repair,coating,exchange"
2677,97,99,99,695650,Wheel:exchange
2678,97,144,148,461789,"Bumper:coating,exchange"
2679,97,162,163,1230889,"Rear bumper:coating,exchange"
2680,1,8,34,515229,Front bumper:exchange;Bumper:coating
2681,97,144,148,879176,"Rear bumper:coating,exchange"
2682,1,15,40,789627,"Rear bumper:coating,exchange"
2683,1,13,42,474069,Bumper:exchange
2684,97,144,148,769919,"Rear bumper:coating,exchange"
2685,1,29,29,386468,"Front bumper:exchange,coating"
2686,97,150,152,340094,"Rear bumper:coating,exchange"
2687,97,166,167,734577,"Rear bumper:coating,exchange"
2688,1,22,23,223060,Wheel:exchange
2689,1,13,42,108480,Wheel:exchange
2690,1,29,29,732880,"Rear bumper:coating,exchange"
2691,97,144,148,46441,Bumper:exchange
2692,1,30,30,991219,"Rear bumper:coating,exchange"
2693,97,131,160,380058,"Front bumper:exchange,coating"
2694,97,105,128,683188,"Bumper:coating,exchange"
2695,97,105,128,704796,"Bumper:coating,exchange"
2696,97,105,130,1144547,"Bumper:coating,exchange"
2697,1,14,35,675289,"Rear bumper:coating,exchange"
2698,97,118,126,340440,"Rear bumper:coating,exchange"
2699,1,4,6,536378,"Rear bumper:coating,exchange"
2700,97,105,105,555647,"Bumper:coating,exchange"
2701,97,99,165,366419,"Bumper:coating,exchange"
2702,97,114,149,406919,"Bumper:coating,exchange"
2703,97,105,128,334519,"Bumper:coating,exchange"
2704,97,99,99,404789,"Bumper:coating,exchange"
2705,1,15,39,420669,"Bumper:coating,exchange"
2706,97,150,152,264959,"Bumper:coating,exchange"
2707,97,98,98,608844,"Rear bumper:coating,exchange"
2708,97,99,100,448132,"Rear bumper:coating,exchange"
2709,1,20,21,426159,"Bumper:coating,exchange"
2710,97,99,99,454979,"Rear bumper:coating,exchange"
2711,51,51,65,332569,Front bumper:exchange;Bumper:coating
2712,1,15,40,779855,"Rear bumper:coating,exchange"
2713,1,15,40,652797,"Rear bumper:coating,exchange"
2714,1,1,3,407659,"Rear bumper:coating,exchange"
2715,1,13,42,507481,"Rear bumper:coating,exchange"
2716,97,114,114,719785,"Bumper:coating,exchange"
2717,1,25,26,382708,"Front bumper:exchange,coating"
2718,97,105,129,827944,"Bumper:coating,exchange"
2719,1,13,42,437929,"Bumper:coating,exchange"
2720,97,170,170,406499,"Bumper:coating,repair,exchange"
2721,1,14,38,229429,Front bumper:exchange;Bumper:coating
2722,1,15,39,377689,"Rear bumper:coating,exchange"
2723,1,15,40,438985,"Rear bumper:coating,exchange"
2724,1,13,42,910766,"Rear bumper:coating,exchange"
2725,1,13,42,401849,"Bumper:coating,exchange"
2726,97,98,98,507289,"Bumper:coating,sheet_metal,exchange"
2727,97,135,135,283237,"Rear bumper:coating,exchange"
2728,97,150,152,467829,"Bumper:coating,exchange"
2729,97,135,135,430868,"Rear bumper:repair,coating,exchange"
2730,1,14,35,381589,"Rear bumper:coating,exchange"
2731,1,1,2,481004,"Bumper:coating,exchange"
2732,1,22,23,274280,"Bumper:coating,exchange"
2733,1,14,38,355716,"Rear bumper:coating,exchange"
2734,97,105,128,1561732,"Bumper:coating,exchange"
2735,97,150,152,366464,"Rear bumper:coating,exchange"
2736,97,99,100,306869,"Bumper:coating,exchange"
2737,97,162,163,628369,Front bumper:exchange;Bumper:coating
2738,97,150,152,362684,"Rear bumper:coating,exchange"
2739,51,57,57,479969,Front bumper:exchange;Bumper:coating
2740,97,99,100,488479,"Rear bumper:coating,exchange"
2741,97,105,128,941769,"Bumper:coating,exchange"
2742,97,99,99,1135400,Wheel:exchange
2743,1,13,42,503079,"Rear bumper:coating,exchange"
2744,1,13,42,505619,"Rear bumper:coating,exchange"
2745,97,105,127,579658,"Bumper:coating,exchange"
2746,97,105,127,493631,"Rear bumper:coating,exchange"
2747,97,105,128,535832,"Bumper:coating,exchange"
2748,97,144,148,545346,"Rear bumper:coating,exchange"
2749,97,105,127,970532,"Bumper:coating,exchange"
2750,97,110,113,617100,Wheel:exchange
2751,1,15,40,299285,"Rear bumper:coating,exchange"
2752,51,57,57,929977,"Rear bumper:coating,exchange"
2753,1,20,20,386418,"Front bumper:exchange,coating"
2754,97,114,149,347629,"Bumper:coating,exchange"
2755,1,13,42,781351,"Rear bumper:coating,exchange"
2756,97,105,128,400219,"Bumper:coating,exchange"
2757,97,105,128,473697,"Rear bumper:repair,coating,exchange"
2758,97,99,100,507629,"Bumper:coating,exchange"
2759,97,150,152,670170,"Bumper:coating,exchange"
2760,97,105,128,789397,"Bumper:coating,exchange"
2761,97,105,128,1102011,"Rear bumper:coating,exchange"
2762,1,1,2,630981,"Bumper:coating,repair,exchange"
2763,97,99,99,343169,"Bumper:coating,exchange"
2764,97,99,99,516797,"Rear bumper:coating,exchange"
2765,97,105,128,472429,"Bumper:coating,exchange"
2766,97,105,105,360129,"Bumper:coating,exchange"
2767,1,8,34,321469,Front bumper:exchange;Bumper:coating
2768,1,14,35,525776,"Bumper:coating,exchange"
2769,97,170,170,841319,"Bumper:coating,exchange"
2770,1,27,27,466706,"Rear bumper:coating,exchange"
2771,1,15,40,584520,Wheel:exchange;Wheel:exchange
2772,51,57,57,757022,"Rear bumper:coating,exchange"
2773,97,150,152,325332,"Rear bumper:repair,coating,exchange"
2774,97,170,170,714091,"Rear bumper:coating,exchange"
2775,1,14,37,353856,"Rear bumper:coating,exchange"
2776,1,15,40,783085,"Rear bumper:coating,exchange"
2777,97,105,127,491921,"Rear bumper:coating,exchange"
2778,97,144,145,508036,"Rear bumper:coating,exchange"
2779,97,114,115,284538,"Rear bumper:coating,exchange"
2780,1,22,22,297238,"Rear bumper:coating,exchange"
2781,97,98,98,419899,"Rear bumper:coating,exchange"
2782,97,114,115,365999,"Front bumper:exchange,coating"
2783,1,15,39,205160,Wheel:exchange
2784,1,1,2,445453,"Rear bumper:repair,coating,exchange"
2785,1,4,6,387869,"Front bumper:exchange,coating"
2786,97,99,100,458099,"Rear bumper:coating,exchange"
2787,1,28,28,549154,"Bumper:coating,repair,exchange"
2788,97,105,128,393599,"Rear bumper:coating,exchange"
2789,97,131,160,343545,"Rear bumper:coating,exchange"
2790,97,98,98,826140,"Bumper:coating,exchange"
2791,1,20,20,479508,"Front bumper:exchange,coating"
2792,1,14,37,307799,"Bumper:coating,exchange"
2793,97,133,134,370661,"Rear bumper:coating,exchange"
2794,1,14,38,417839,Front bumper:exchange;Bumper:coating
2795,97,170,170,364779,"Bumper:coating,exchange"
2796,1,13,42,400919,"Bumper:coating,exchange"
2797,97,105,128,416619,"Rear bumper:coating,exchange"
2798,97,150,152,346559,"Rear bumper:coating,exchange"
2799,1,14,37,370449,"Rear bumper:coating,exchange"
2800,97,105,128,451781,"Rear bumper:coating,exchange"
2801,1,22,22,342361,"Rear bumper:coating,exchange"
2802,97,150,152,364009,"Bumper:coating,exchange"
2803,97,98,98,406209,"Bumper:coating,exchange"
2804,97,150,152,403809,"Bumper:coating,exchange"
2805,97,105,128,408779,"Bumper:coating,exchange"
2806,1,30,30,453156,"Rear bumper:coating,exchange"
2807,97,99,99,411761,"Rear bumper:coating,exchange"
2808,1,13,42,731649,"Bumper:coating,exchange"
2809,1,8,34,460339,"Rear bumper:coating,exchange"
2810,1,20,20,462406,"Rear bumper:coating,exchange"
2811,97,99,99,541051,"Rear bumper:coating,exchange"
2812,97,99,165,499809,"Bumper:coating,exchange"
2813,97,99,99,536532,"Bumper:coating,exchange"
2814,97,162,163,391646,"Rear bumper:coating,exchange"
2815,97,170,170,709082,"Rear bumper:coating,exchange"
2816,97,162,162,301318,"Rear bumper:coating,exchange"
2817,97,118,118,565928,"Rear bumper:coating,exchange"
2818,1,15,39,568758,"Rear bumper:coating,exchange"
2819,1,20,20,1510028,"Rear bumper:coating,exchange"
2820,1,13,42,593038,"Rear bumper:repair,coating,exchange"
2821,1,8,8,266108,"Rear bumper:coating,exchange"
2822,97,118,120,449288,"Rear bumper:coating,exchange"
2823,71,80,80,322648,"Rear bumper:coating,exchange"
2824,1,13,13,430118,"Rear bumper:coating,exchange"
2825,1,13,42,724658,"Rear bumper:coating,exchange"
2826,1,14,35,166528,"Front bumper:exchange,coating"
2827,1,4,4,395618,"Rear bumper:coating,exchange"
2828,97,144,147,214008,"Front bumper:exchange,coating"
2829,1,20,20,458378,"Rear bumper:coating,exchange"
2830,1,13,42,303458,"Front bumper:sheet_metal,exchange,coating"
2831,81,95,95,217478,"Rear bumper:coating,exchange"
2832,71,80,80,196900,Wheel:exchange
2833,1,13,42,351688,"Rear bumper:coating,exchange"
2834,1,15,39,472228,"Rear bumper:coating,exchange"
2835,97,162,162,466328,"Front bumper:exchange,coating"
2836,97,114,114,252178,"Rear bumper:coating,exchange"
2837,97,162,162,179098,Front bumper:exchange
2838,1,8,34,315088,"Rear bumper:coating,exchange"
2839,1,8,34,247248,"Front bumper:exchange,coating"
2840,1,22,22,191548,"Front bumper:exchange,coating"
2841,1,15,31,61220,Front bumper:exchange
2842,1,25,25,314418,"Front bumper:exchange,coating"
2843,1,15,39,445448,"Front bumper:exchange,coating"
2844,1,20,20,244378,"Front bumper:exchange,coating"
2845,1,15,39,223208,"Front bumper:exchange,coating"
2846,97,118,122,459318,"Rear bumper:coating,exchange"
2847,71,75,79,450788,"Front bumper:exchange,coating"
2848,1,30,30,379588,"Rear bumper:coating,exchange"
2849,1,17,43,217858,"Front bumper:exchange,coating"
2850,1,14,35,171728,"Rear bumper:coating,exchange"
2851,97,118,122,443878,"Rear bumper:coating,exchange"
2852,1,14,35,241608,"Front bumper:exchange,coating"
2853,1,13,16,213968,"Front bumper:exchange,coating"
2854,97,158,158,279308,"Rear bumper:coating,exchange"
2855,97,118,122,206488,"Rear bumper:coating,exchange"
2856,1,14,35,148258,"Front bumper:exchange,coating"
2857,1,14,35,183678,"Rear bumper:coating,exchange"
2858,1,25,25,193358,"Rear bumper:coating,exchange"
2859,1,14,35,184238,"Rear bumper:coating,exchange"
2860,97,150,154,382078,"Front bumper:exchange,coating"
2861,1,32,32,433498,"Front bumper:exchange,coating"
2862,97,150,152,228048,"Rear bumper:coating,exchange"
2863,97,156,156,383868,"Rear bumper:coating,exchange"
2864,1,13,42,269698,"Rear bumper:coating,exchange"
2865,97,105,106,246598,"Rear bumper:coating,exchange"
2866,97,144,147,210058,"Front bumper:exchange,coating"
2867,1,10,10,238158,"Front bumper:exchange,coating"
2868,1,22,22,170058,"Front bumper:exchange,coating"
2869,71,75,78,205228,"Rear bumper:coating,exchange"
2870,1,13,42,293478,"Front bumper:sheet_metal,exchange,coating"
2871,1,4,4,228878,"Rear bumper:coating,exchange"
2872,1,22,22,396678,"Rear bumper:coating,exchange"
2873,81,81,83,151108,"Rear bumper:coating,exchange"
2874,1,13,42,256738,"Front bumper:exchange,coating"
2875,97,144,147,279098,"Rear bumper:coating,exchange"
2876,97,150,154,174728,"Front bumper:exchange,coating"
2877,1,25,25,217958,"Rear bumper:coating,exchange"
2878,97,150,152,209818,"Rear bumper:coating,exchange"
2879,1,15,39,230678,"Front bumper:exchange,coating"
2880,1,15,39,243748,"Front bumper:exchange,coating"
2881,1,13,42,247178,"Front bumper:exchange,coating"
2882,97,99,165,294678,"Front bumper:exchange,coating"
2883,97,118,122,393108,"Rear bumper:coating,exchange"
2884,97,99,165,269048,"Rear bumper:coating,exchange"
2885,97,114,116,233928,"Rear bumper:coating,exchange"
2886,1,15,39,209628,"Front bumper:exchange,coating"
2887,97,144,147,249338,"Front bumper:exchange,coating"
2888,1,14,35,183498,"Rear bumper:coating,exchange"
2889,1,10,10,293298,"Rear bumper:coating,exchange"
2890,1,1,1,222248,"Rear bumper:coating,exchange"
2891,97,105,106,213180,Wheel:exchange;Wheel:exchange
2892,1,4,4,240758,"Rear bumper:coating,exchange"
2893,1,8,8,315278,"Rear bumper:coating,exchange"
2894,81,82,87,207708,"Rear bumper:coating,exchange"
2895,1,15,39,225848,"Rear bumper:coating,exchange"
2896,1,14,35,186448,"Rear bumper:coating,exchange"
2897,51,53,53,351248,"Front bumper:exchange,coating"
2898,97,118,123,275758,"Front bumper:exchange,coating"
2899,97,144,145,210058,"Front bumper:exchange,coating"
2900,97,105,130,281408,"Rear bumper:coating,exchange"
2901,97,150,152,395448,"Front bumper:sheet_metal,exchange,coating"
2902,1,15,15,237618,"Rear bumper:coating,exchange"
2903,1,22,22,502308,"Rear bumper:coating,exchange"
2904,51,64,64,271808,"Rear bumper:coating,exchange"
2905,97,150,152,198728,"Rear bumper:coating,exchange"
2906,1,14,35,180928,"Rear bumper:coating,exchange"
2907,1,15,39,263578,"Front bumper:exchange,coating"
2908,1,30,30,283428,"Rear bumper:coating,exchange"
2909,81,81,81,179638,"Front bumper:exchange,coating"
2910,97,105,106,225738,"Front bumper:exchange,coating"
2911,81,81,81,153348,"Rear bumper:coating,exchange"
2912,71,75,79,221628,"Front bumper:exchange,coating"
2913,97,144,145,264798,"Rear bumper:coating,exchange"
2914,81,86,86,246718,"Rear bumper:coating,exchange"
2915,1,8,8,298318,"Rear bumper:coating,exchange"
2916,1,14,37,154468,"Front bumper:exchange,coating"
2917,81,82,88,204268,"Rear bumper:coating,exchange"
2918,1,14,35,238558,"Rear bumper:coating,exchange"
2919,1,14,37,350798,"Front bumper:exchange,coating"
2920,97,144,145,259878,Front bumper:coating;Rear bumper:exchange
2921,1,25,26,192748,"Rear bumper:coating,exchange"
2922,1,22,22,173008,"Rear bumper:coating,exchange"
2923,1,4,6,221778,"Rear bumper:coating,exchange"
2924,1,14,37,202478,"Front bumper:exchange,coating"
2925,1,18,45,217358,"Rear bumper:coating,exchange"
2926,1,1,1,242598,"Rear bumper:coating,exchange"
2927,97,114,117,198368,"Front bumper:exchange,coating"
2928,97,150,152,243168,"Front bumper:exchange,coating"
2929,97,105,106,277898,"Rear bumper:coating,exchange"
2930,1,1,3,241308,"Front bumper:exchange,coating"
2931,97,114,115,223328,"Front bumper:exchange,coating"
2932,97,144,147,249398,"Front bumper:exchange,coating"
2933,1,14,37,204478,"Rear bumper:coating,exchange"
2934,1,13,42,270628,"Rear bumper:coating,exchange"
2935,97,114,115,298478,"Rear bumper:coating,exchange"
2936,81,95,95,221918,"Front bumper:exchange,coating"
2937,97,133,134,225158,"Front bumper:exchange,coating"
2938,97,114,114,221138,"Front bumper:exchange,coating"
2939,1,30,30,402368,"Front bumper:exchange,coating"
2940,1,22,22,492818,"Rear bumper:coating,exchange"
2941,1,13,13,231418,"Rear bumper:coating,exchange"
2942,71,71,74,250158,"Rear bumper:coating,exchange"
2943,71,75,78,412758,"Rear bumper:coating,exchange"
2944,81,81,83,173298,"Rear bumper:coating,exchange"
2945,1,14,35,192938,"Rear bumper:coating,exchange"
2946,81,95,95,508358,"Front bumper:exchange,coating"
2947,1,30,30,234648,"Front bumper:exchange,coating"
2948,97,144,145,280988,"Front bumper:exchange,coating"
2949,81,81,81,357428,"Rear bumper:coating,exchange"
2950,97,118,123,542668,"Rear bumper:coating,exchange"
2951,81,95,95,234938,"Rear bumper:coating,exchange"
2952,97,150,154,243548,"Rear bumper:coating,exchange"
2953,1,8,34,267578,"Front bumper:exchange,coating"
2954,71,80,80,299700,Front bumper:exchange
2955,1,14,37,200838,"Front bumper:exchange,coating"
2956,1,13,42,323098,"Front bumper:exchange,coating"
2957,1,14,35,176538,"Front bumper:exchange,coating"
2958,81,81,83,352718,"Rear bumper:coating,exchange"
2959,81,82,82,287388,"Front bumper:exchange,coating"
2960,97,162,163,247668,"Front bumper:exchange,coating"
2961,71,75,78,512758,"Rear bumper:coating,exchange"
2962,1,14,38,201518,"Rear bumper:coating,exchange"
2963,81,81,83,174248,"Rear bumper:coating,exchange"
2964,1,14,37,176538,"Front bumper:exchange,coating"
2965,1,32,41,256898,"Rear bumper:coating,exchange"
2966,1,15,39,195589,"Rear bumper:coating,exchange"
2967,97,131,160,219918,"Front bumper:exchange,coating"
2968,81,82,82,390628,"Front bumper:exchange,coating"
2969,1,4,4,205318,"Front bumper:exchange,coating"
2970,81,82,88,289078,"Front bumper:exchange,coating"
2971,97,114,114,367409,"Rear bumper:coating,exchange"
2972,1,14,37,216688,"Front bumper:exchange,coating"
2973,71,71,74,772928,"Rear bumper:coating,exchange"
2974,1,15,40,245338,"Rear bumper:coating,exchange"
2975,51,51,65,422958,"Rear bumper:coating,exchange"
2976,1,15,39,795509,"Bumper:coating,exchange"
2977,97,144,145,487521,"Rear bumper:repair,coating,exchange"
2978,97,150,152,194529,"Bumper:coating,exchange"
2979,1,14,35,461689,"Rear bumper:coating,exchange"
2980,1,13,42,778698,"Rear bumper:coating,exchange"
2981,1,13,13,251598,"Front bumper:exchange,coating"
2982,81,95,95,360468,"Rear bumper:coating,exchange"
2983,97,105,130,321238,"Front bumper:exchange,coating"
2984,1,13,42,322478,"Front bumper:exchange,coating"
2985,81,81,81,309958,"Rear bumper:coating,exchange"
2986,1,14,38,234778,"Front bumper:exchange,coating"
2987,1,13,42,508478,"Rear bumper:coating,exchange"
2988,1,13,13,584908,"Rear bumper:coating,exchange"
2989,97,114,114,422249,"Bumper:coating,exchange"
2990,97,105,106,425518,"Rear bumper:coating,exchange"
2991,97,150,152,475889,"Bumper:coating,exchange"
2992,1,13,42,523111,"Rear bumper:repair,coating,exchange"
2993,97,150,152,550799,"Bumper:coating,exchange"
2994,1,15,39,613249,"Bumper:coating,exchange"
2995,97,114,114,685609,"Bumper:coating,exchange"
2996,1,14,37,377779,"Bumper:coating,exchange"
2997,1,14,35,553109,"Rear bumper:coating,exchange"
2998,97,99,165,458779,"Bumper:coating,exchange"
2999,97,162,163,267948,"Front bumper:exchange,coating"
3000,81,81,81,296978,"Front bumper:exchange,coating"
3001,1,14,35,546249,"Bumper:coating,exchange"
3002,1,14,37,341659,"Bumper:coating,exchange"
3003,1,20,20,437898,"Rear bumper:coating,exchange"
3004,97,114,114,184939,"Bumper:coating,exchange"
3005,1,14,37,340179,"Bumper:coating,exchange"
3006,1,20,20,491891,"Rear bumper:repair,coating,exchange"
3007,1,13,42,508118,"Rear bumper:coating,exchange"
3008,97,105,106,443809,Side mirror:exchange
3009,1,22,22,638568,"Rear bumper:coating,exchange"
3010,1,22,22,582568,"Rear bumper:coating,exchange"
3011,1,13,42,713968,"Rear bumper:coating,exchange"
3012,97,99,99,440559,"Rear bumper:coating,exchange"
3013,1,14,35,308559,"Rear bumper:coating,exchange"
3014,97,162,168,604138,"Rear bumper:coating,exchange"
3015,1,15,15,253518,"Front bumper:exchange,coating"
3016,97,105,130,479838,"Rear bumper:coating,exchange"
3017,97,114,114,195509,"Bumper:coating,exchange"
3018,97,98,98,401969,"Rear bumper:coating,exchange"
3019,97,150,152,377889,"Bumper:coating,exchange"
3020,97,150,152,332198,"Rear bumper:coating,exchange"
3021,1,15,39,596778,"Rear bumper:coating,exchange"
3022,1,14,35,371239,"Bumper:coating,exchange"
3023,1,15,39,196999,"Bumper:coating,exchange"
3024,1,14,38,334148,"Rear bumper:coating,exchange"
3025,97,114,114,444799,"Rear bumper:coating,exchange"
3026,97,99,164,427376,"Rear bumper:repair,coating,exchange"
3027,71,75,79,589918,Wheel:exchange
3028,51,53,53,507458,"Front bumper:exchange,coating"
3029,1,30,30,555478,"Front bumper:exchange,coating"
3030,1,30,30,275848,"Front bumper:exchange,coating"
3031,1,30,30,415788,"Front bumper:sheet_metal,exchange,coating"
3032,81,81,81,264389,"Bumper:coating,sheet_metal,exchange"
3033,1,15,39,234618,"Bumper:coating,repair,exchange"
3034,1,22,22,307688,"Rear bumper:coating,exchange"
3035,97,118,122,1573338,"Rear bumper:coating,exchange;Bumper:coating,exchange"
3036,51,52,61,324568,"Front bumper:exchange,coating"
3037,1,20,20,302918,"Front bumper:exchange,coating"
3038,97,150,152,437718,"Bumper:coating,exchange"
3039,97,150,152,220869,"Bumper:coating,exchange"
3040,97,162,168,223898,"Front bumper:exchange,coating"
3041,97,105,106,584398,"Bumper:coating,exchange"
3042,97,144,148,896699,"Bumper:coating,exchange"
3043,97,114,114,796308,"Bumper:coating,exchange"
3044,1,14,37,619288,"Bumper:coating,exchange"
3045,1,15,39,489998,"Bumper:coating,exchange"
3046,1,14,37,405878,"Bumper:coating,exchange"
3047,81,82,82,394958,"Rear bumper:coating,exchange"
3048,1,15,39,346669,"Rear bumper:coating,exchange"
3049,1,14,35,286999,"Bumper:coating,exchange"
3050,1,1,1,592538,"Rear bumper:coating,exchange"
3051,1,28,28,511388,"Bumper:coating,exchange"
3052,81,81,83,268698,"Rear bumper:coating,exchange"
3053,1,1,1,735318,"Bumper:coating,exchange"
3054,81,81,81,550289,Bumper:exchange
3055,81,95,95,382288,"Rear bumper:coating,exchange"
3056,1,30,30,547508,"Front bumper:exchange,coating"
3057,1,14,35,171029,"Bumper:coating,exchange"
3058,1,20,21,384589,"Rear bumper:coating,exchange"
3059,1,1,3,648309,"Bumper:coating,exchange"
3060,97,162,169,537578,"Rear bumper:coating,exchange"
3061,97,114,114,490738,"Bumper:coating,exchange"
3062,97,150,152,280439,"Rear bumper:coating,exchange"
3063,1,15,39,796869,"Bumper:coating,exchange"
3064,1,14,37,424609,"Bumper:coating,exchange"
3065,97,162,163,261668,"Front bumper:exchange,coating"
3066,1,15,39,449889,"Bumper:coating,exchange"
3067,1,14,35,479378,"Bumper:coating,exchange"
3068,1,14,38,322609,"Rear bumper:coating,exchange"
3069,1,15,40,607028,"Rear bumper:coating,exchange"
