,maker,model,detail,category_id,cnt,cost_total,repair,exchange,repaired
2502,르노삼성,SM3,뉴SM3(2012),as-0081612,28100.0,359105.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2503,르노삼성,SM3,뉴SM3(2012),as-0079318,26456.0,380968.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2504,르노삼성,SM3,뉴SM3(2012),as-0073723,22943.0,368136.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2505,르노삼성,SM3,뉴SM3(2012),as-0061458,15843.0,409172.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2506,르노삼성,SM3,뉴SM3(2012),as-0053385,10740.0,352688.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2507,르노삼성,SM3,뉴SM3(2012),as-0040565,3218.0,341931.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2508,르노삼성,SM3,뉴SM3(2012),as-0039884,2730.0,326486.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2509,르노삼성,SM3,뉴SM3(2012),as-0037981,1563.0,273121.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2510,르노삼성,클리오,클리오,as-0074115,43189.0,503047.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2511,르노삼성,클리오,클리오,as-0074115,23189.0,503047.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2512,쌍용,렉스턴,G4 렉스턴,as-0006951,4062.0,603538.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2513,쌍용,렉스턴,G4 렉스턴,as-0012472,6477.0,11880.0,Wheel:exchange,Wheel:exchange,
2514,쌍용,렉스턴,G4 렉스턴,as-0069684,40447.0,369759.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2515,쌍용,렉스턴,G4 렉스턴,as-0086567,51053.0,327156.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2516,쌍용,렉스턴,G4 렉스턴,as-0086567,31053.0,327156.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2517,쌍용,렉스턴,G4 렉스턴,as-0069684,20447.0,369759.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2518,쌍용,렉스턴,뉴렉스턴,,,,,,
2519,쌍용,렉스턴,렉스턴,,,,,,
2520,쌍용,렉스턴,렉스턴 II,as-0065996,38544.0,239278.0,Front bumper:coating,,Front bumper:coating
2521,쌍용,렉스턴,렉스턴 II,as-0070955,41173.0,187268.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2522,쌍용,렉스턴,렉스턴 II,as-0070955,21173.0,187268.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2523,쌍용,렉스턴,렉스턴 II,as-0065996,18544.0,239278.0,Front bumper:coating,,Front bumper:coating
2524,쌍용,코란도,뷰티풀코란도,as-0022641,12045.0,1407739.0,"Bumper:coating,repair",,"Bumper:coating,repair"
2525,쌍용,코란도,뷰티풀코란도,as-0041310,23730.0,266189.0,"Bumper:coating,repair",,"Bumper:coating,repair"
2526,쌍용,코란도,뷰티풀코란도,as-0061506,35868.0,611869.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2527,쌍용,코란도,뷰티풀코란도,as-0068499,39749.0,513837.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2528,쌍용,코란도,뷰티풀코란도,as-0086307,50902.0,567427.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2529,쌍용,코란도,뷰티풀코란도,as-0090457,52749.0,1138620.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange",
2530,쌍용,코란도,뷰티풀코란도,as-0090457,32749.0,1138620.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange",
2531,쌍용,코란도,뷰티풀코란도,as-0086307,30902.0,567427.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2532,쌍용,코란도,뷰티풀코란도,as-0068499,19749.0,513837.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2533,쌍용,코란도,뷰티풀코란도,as-0061506,15868.0,611869.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2534,쌍용,코란도,뷰티풀코란도,as-0041310,3730.0,266189.0,"Bumper:coating,repair",,"Bumper:coating,repair"
2535,쌍용,체어맨,체어맨W,,,,,,
2536,쌍용,코란도,코란도 C,as-0005056,2955.0,322836.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2537,쌍용,코란도,코란도 C,as-0019780,10377.0,314228.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2538,쌍용,코란도,코란도 C,as-0019893,10444.0,335598.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2539,쌍용,코란도,코란도 C,as-0026723,13984.0,299478.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2540,쌍용,코란도,코란도 C,as-0070120,40717.0,293438.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2541,쌍용,코란도,코란도 C,as-0072523,42129.0,589606.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2542,쌍용,코란도,코란도 C,as-0077118,44985.0,606680.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange,
2543,쌍용,코란도,코란도 C,as-0077118,24985.0,606680.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange,
2544,쌍용,코란도,코란도 C,as-0072523,22129.0,589606.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2545,쌍용,코란도,코란도 C,as-0070120,20717.0,293438.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2546,쌍용,코란도,코란도 투리스모,as-0041088,23585.0,340751.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2547,쌍용,코란도,코란도 투리스모,as-0062298,36316.0,354516.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2548,쌍용,코란도,코란도 투리스모,as-0070605,40993.0,176958.0,Front bumper:coating,,Front bumper:coating
2549,쌍용,코란도,코란도 투리스모,as-0070605,20993.0,176958.0,Front bumper:coating,,Front bumper:coating
2550,쌍용,코란도,코란도 투리스모,as-0062298,16316.0,354516.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2551,쌍용,코란도,코란도 투리스모,as-0041088,3585.0,340751.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2552,쌍용,코란도,코란도스포츠,as-0009271,5124.0,188063.0,Wheel:exchange,Wheel:exchange,
2553,쌍용,코란도,코란도스포츠,as-0009341,5153.0,1015000.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating",
2554,쌍용,코란도,코란도스포츠,as-0041297,23722.0,589918.0,Wheel:exchange,Wheel:exchange,
2555,쌍용,코란도,코란도스포츠,as-0053478,30783.0,312688.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2556,쌍용,코란도,코란도스포츠,as-0072257,41962.0,355526.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2557,쌍용,코란도,코란도스포츠,as-0073564,42824.0,356056.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2558,쌍용,코란도,코란도스포츠,as-0073934,43080.0,373166.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2559,쌍용,코란도,코란도스포츠,as-0077677,45345.0,461866.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2560,쌍용,코란도,코란도스포츠,as-0082132,48473.0,794046.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating",
2561,쌍용,코란도,코란도스포츠,as-0082132,28473.0,794046.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating",
2562,쌍용,코란도,코란도스포츠,as-0077677,25345.0,461866.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2563,쌍용,코란도,코란도스포츠,as-0073934,23080.0,373166.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2564,쌍용,코란도,코란도스포츠,as-0073564,22824.0,356056.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2565,쌍용,코란도,코란도스포츠,as-0072257,21962.0,355526.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2566,쌍용,코란도,코란도스포츠,as-0053478,10783.0,312688.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2567,쌍용,코란도,코란도스포츠,as-0041297,3722.0,589918.0,Wheel:exchange,Wheel:exchange,
2568,쌍용,티볼리,티볼리,as-0001703,992.0,748666.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2569,쌍용,티볼리,티볼리,as-0002949,1714.0,276198.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2570,쌍용,티볼리,티볼리,as-0008318,4704.0,405000.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2571,쌍용,티볼리,티볼리,as-0008369,4733.0,124000.0,"Front bumper:sheet_metal,exchange","Front bumper:sheet_metal,exchange",
2572,쌍용,티볼리,티볼리,as-0026527,13881.0,363428.0,Bumper:repair;Front bumper:coating,,Bumper:repair;Front bumper:coating
2573,쌍용,티볼리,티볼리,as-0027051,14184.0,628968.0,"Bumper:repair;Front bumper:exchange,coating","Bumper:repair;Front bumper:exchange,coating",
2574,쌍용,티볼리,티볼리,as-0035439,19868.0,359146.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2575,쌍용,티볼리,티볼리,as-0035659,20048.0,430138.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2576,쌍용,티볼리,티볼리,as-0037197,21083.0,304648.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2577,쌍용,티볼리,티볼리,as-0037906,21510.0,196900.0,Wheel:exchange,Wheel:exchange,
2578,쌍용,티볼리,티볼리,as-0045498,25771.0,269288.0,Front bumper:coating,,Front bumper:coating
2579,쌍용,티볼리,티볼리,as-0045776,25949.0,289418.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2580,쌍용,티볼리,티볼리,as-0049054,28137.0,567389.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2581,쌍용,티볼리,티볼리,as-0062620,36523.0,382046.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2582,쌍용,티볼리,티볼리,as-0065849,38486.0,429038.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2583,쌍용,티볼리,티볼리,as-0066505,38747.0,263478.0,Front bumper:coating,,Front bumper:coating
2584,쌍용,티볼리,티볼리,as-0066991,39010.0,529900.0,Wheel:exchange,Wheel:exchange,
2585,쌍용,티볼리,티볼리,as-0067229,39120.0,339738.0,Front bumper:coating,,Front bumper:coating
2586,쌍용,티볼리,티볼리,as-0067811,39430.0,346378.0,Front bumper:coating,,Front bumper:coating
2587,쌍용,티볼리,티볼리,as-0069002,40018.0,275956.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2588,쌍용,티볼리,티볼리,as-0071502,41526.0,268408.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2589,쌍용,티볼리,티볼리,as-0076337,44509.0,283506.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2590,쌍용,티볼리,티볼리,as-0077528,45255.0,368206.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2591,쌍용,티볼리,티볼리,as-0079527,46610.0,354136.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2592,쌍용,티볼리,티볼리,as-0080423,47260.0,776172.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2593,쌍용,티볼리,티볼리,as-0083291,49269.0,486868.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2594,쌍용,티볼리,티볼리,as-0085430,50453.0,270186.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2595,쌍용,티볼리,티볼리,as-0085910,50681.0,314896.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2596,쌍용,티볼리,티볼리,as-0097184,55740.0,353926.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2597,쌍용,티볼리,티볼리,as-0097184,35740.0,353926.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2598,쌍용,티볼리,티볼리,as-0085910,30681.0,314896.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2599,쌍용,티볼리,티볼리,as-0085430,30453.0,270186.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2600,쌍용,티볼리,티볼리,as-0083291,29269.0,486868.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2601,쌍용,티볼리,티볼리,as-0080423,27260.0,776172.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2602,쌍용,티볼리,티볼리,as-0079527,26610.0,354136.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2603,쌍용,티볼리,티볼리,as-0077528,25255.0,368206.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2604,쌍용,티볼리,티볼리,as-0076337,24509.0,283506.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2605,쌍용,티볼리,티볼리,as-0071502,21526.0,268408.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2606,쌍용,티볼리,티볼리,as-0069002,20018.0,275956.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2607,쌍용,티볼리,티볼리,as-0067811,19430.0,346378.0,Front bumper:coating,,Front bumper:coating
2608,쌍용,티볼리,티볼리,as-0067229,19120.0,339738.0,Front bumper:coating,,Front bumper:coating
2609,쌍용,티볼리,티볼리,as-0066991,19010.0,529900.0,Wheel:exchange,Wheel:exchange,
2610,쌍용,티볼리,티볼리,as-0066505,18747.0,263478.0,Front bumper:coating,,Front bumper:coating
2611,쌍용,티볼리,티볼리,as-0065849,18486.0,429038.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2612,쌍용,티볼리,티볼리,as-0062620,16523.0,382046.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2613,쌍용,티볼리,티볼리,as-0049054,8137.0,567389.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2614,쌍용,티볼리,티볼리,as-0045776,5949.0,289418.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2615,쌍용,티볼리,티볼리,as-0045498,5771.0,269288.0,Front bumper:coating,,Front bumper:coating
2616,쌍용,티볼리,티볼리,as-0037906,1510.0,196900.0,Wheel:exchange,Wheel:exchange,
2617,쌍용,티볼리,티볼리,as-0037197,1083.0,304648.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2618,쌍용,티볼리,티볼리,as-0035659,48.0,430138.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2619,한국GM,스파크,더넥스트스파크,as-0002150,1290.0,392957.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2620,한국GM,스파크,더넥스트스파크,as-0002387,1420.0,351157.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
2621,한국GM,스파크,더넥스트스파크,as-0006787,3975.0,840019.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2622,한국GM,스파크,더넥스트스파크,as-0011456,6094.0,471129.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange",
2623,한국GM,스파크,더넥스트스파크,as-0013291,6897.0,250918.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2624,한국GM,스파크,더넥스트스파크,as-0013709,7121.0,86000.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange,
2625,한국GM,스파크,더넥스트스파크,as-0013829,7191.0,260209.0,"Bumper:coating,repair",,"Bumper:coating,repair"
2626,한국GM,스파크,더넥스트스파크,as-0018513,9675.0,333356.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2627,한국GM,스파크,더넥스트스파크,as-0021313,11288.0,398402.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2628,한국GM,스파크,더넥스트스파크,as-0021362,11323.0,643719.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2629,한국GM,스파크,더넥스트스파크,as-0023439,12427.0,401788.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2630,한국GM,스파크,더넥스트스파크,as-0027087,14205.0,274238.0,Front bumper:coating,,Front bumper:coating
2631,한국GM,스파크,더넥스트스파크,as-0028147,14853.0,277329.0,"Bumper:coating,repair,exchange","Bumper:coating,repair,exchange",
2632,한국GM,스파크,더넥스트스파크,as-0028253,14917.0,1386825.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2633,한국GM,스파크,더넥스트스파크,as-0037879,21491.0,410958.0,Bumper:repair;Front bumper:coating,,Bumper:repair;Front bumper:coating
2634,한국GM,스파크,더넥스트스파크,as-0038278,21753.0,221338.0,Front bumper:coating,,Front bumper:coating
2635,한국GM,스파크,더넥스트스파크,as-0038571,21904.0,219838.0,Front bumper:coating,,Front bumper:coating
2636,한국GM,스파크,더넥스트스파크,as-0038705,21986.0,226758.0,Front bumper:coating,,Front bumper:coating
2637,한국GM,스파크,더넥스트스파크,as-0040101,22882.0,450436.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2638,한국GM,스파크,더넥스트스파크,as-0040804,23384.0,417661.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2639,한국GM,스파크,더넥스트스파크,as-0041168,23639.0,484222.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
2640,한국GM,스파크,더넥스트스파크,as-0041525,23864.0,583301.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
2641,한국GM,스파크,더넥스트스파크,as-0041744,24000.0,454361.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2642,한국GM,스파크,더넥스트스파크,as-0041913,24113.0,656062.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2643,한국GM,스파크,더넥스트스파크,as-0042285,24337.0,763518.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2644,한국GM,스파크,더넥스트스파크,as-0048100,27484.0,565979.0,"Bumper:coating,repair",,"Bumper:coating,repair"
2645,한국GM,스파크,더넥스트스파크,as-0058122,33573.0,339126.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2646,한국GM,스파크,더넥스트스파크,as-0064076,37457.0,748462.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
2647,한국GM,스파크,더넥스트스파크,as-0068039,39532.0,507539.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2648,한국GM,스파크,더넥스트스파크,as-0069738,40482.0,217689.0,"Bumper:coating,repair",,"Bumper:coating,repair"
2649,한국GM,스파크,더넥스트스파크,as-0069745,40488.0,1212839.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2650,한국GM,스파크,더넥스트스파크,as-0071012,41211.0,190130.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange,
2651,한국GM,스파크,더넥스트스파크,as-0072613,42181.0,455866.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2652,한국GM,스파크,더넥스트스파크,as-0072932,42406.0,417756.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2653,한국GM,스파크,더넥스트스파크,as-0073667,42903.0,564952.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2654,한국GM,스파크,더넥스트스파크,as-0073746,42959.0,489467.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2655,한국GM,스파크,더넥스트스파크,as-0074432,43393.0,255609.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2656,한국GM,스파크,더넥스트스파크,as-0076031,44318.0,295708.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2657,한국GM,스파크,더넥스트스파크,as-0081442,47981.0,442322.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2658,한국GM,스파크,더넥스트스파크,as-0081535,48046.0,626540.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating",
2659,한국GM,스파크,더넥스트스파크,as-0082548,48765.0,502950.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2660,한국GM,스파크,더넥스트스파크,as-0082625,48821.0,503010.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2661,한국GM,스파크,더넥스트스파크,as-0082950,49042.0,290769.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2662,한국GM,스파크,더넥스트스파크,as-0083616,49431.0,333208.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2663,한국GM,스파크,더넥스트스파크,as-0085366,50421.0,249146.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2664,한국GM,스파크,더넥스트스파크,as-0085397,50441.0,245036.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2665,한국GM,스파크,더넥스트스파크,as-0085518,50497.0,328566.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2666,한국GM,스파크,더넥스트스파크,as-0085601,50526.0,251176.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2667,한국GM,스파크,더넥스트스파크,as-0088459,51889.0,70800.0,Front bumper:repair,,Front bumper:repair
2668,한국GM,스파크,더넥스트스파크,as-0090597,52813.0,11970.0,Side mirror:exchange,Side mirror:exchange,
2669,한국GM,스파크,더넥스트스파크,as-0091052,52986.0,4790.0,Side mirror:exchange,Side mirror:exchange,
2670,한국GM,스파크,더넥스트스파크,as-0091660,53230.0,757947.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2671,한국GM,스파크,더넥스트스파크,as-0092057,53387.0,347017.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2672,한국GM,스파크,더넥스트스파크,as-0092105,53410.0,469139.0,Bumper:coating,,Bumper:coating
2673,한국GM,스파크,더넥스트스파크,as-0092215,53466.0,439749.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2674,한국GM,스파크,더넥스트스파크,as-0092434,53560.0,463426.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2675,한국GM,스파크,더넥스트스파크,as-0095627,55097.0,406958.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2676,한국GM,스파크,더넥스트스파크,as-0099903,56889.0,388717.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2677,한국GM,스파크,더넥스트스파크,as-0099903,36889.0,388717.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2678,한국GM,스파크,더넥스트스파크,as-0095627,35097.0,406958.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2679,한국GM,스파크,더넥스트스파크,as-0092434,33560.0,463426.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2680,한국GM,스파크,더넥스트스파크,as-0092215,33466.0,439749.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2681,한국GM,스파크,더넥스트스파크,as-0092105,33410.0,469139.0,Bumper:coating,,Bumper:coating
2682,한국GM,스파크,더넥스트스파크,as-0092057,33387.0,347017.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2683,한국GM,스파크,더넥스트스파크,as-0091660,33230.0,757947.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2684,한국GM,스파크,더넥스트스파크,as-0091052,32986.0,4790.0,Side mirror:exchange,Side mirror:exchange,
2685,한국GM,스파크,더넥스트스파크,as-0090597,32813.0,11970.0,Side mirror:exchange,Side mirror:exchange,
2686,한국GM,스파크,더넥스트스파크,as-0088459,31889.0,70800.0,Front bumper:repair,,Front bumper:repair
2687,한국GM,스파크,더넥스트스파크,as-0085601,30526.0,251176.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2688,한국GM,스파크,더넥스트스파크,as-0085518,30497.0,328566.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2689,한국GM,스파크,더넥스트스파크,as-0085397,30441.0,245036.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2690,한국GM,스파크,더넥스트스파크,as-0085366,30421.0,249146.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2691,한국GM,스파크,더넥스트스파크,as-0083616,29431.0,333208.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2692,한국GM,스파크,더넥스트스파크,as-0082950,29042.0,290769.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2693,한국GM,스파크,더넥스트스파크,as-0082625,28821.0,503010.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2694,한국GM,스파크,더넥스트스파크,as-0082548,28765.0,502950.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2695,한국GM,스파크,더넥스트스파크,as-0081535,28046.0,626540.0,"Front bumper:sheet_metal,exchange,coating","Front bumper:sheet_metal,exchange,coating",
2696,한국GM,스파크,더넥스트스파크,as-0081442,27981.0,442322.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2697,한국GM,스파크,더넥스트스파크,as-0076031,24318.0,295708.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2698,한국GM,스파크,더넥스트스파크,as-0074432,23393.0,255609.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2699,한국GM,스파크,더넥스트스파크,as-0073746,22959.0,489467.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2700,한국GM,스파크,더넥스트스파크,as-0073667,22903.0,564952.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2701,한국GM,스파크,더넥스트스파크,as-0072932,22406.0,417756.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2702,한국GM,스파크,더넥스트스파크,as-0072613,22181.0,455866.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2703,한국GM,스파크,더넥스트스파크,as-0071012,21211.0,190130.0,Wheel:exchange;Wheel:exchange,Wheel:exchange;Wheel:exchange,
2704,한국GM,스파크,더넥스트스파크,as-0069745,20488.0,1212839.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2705,한국GM,스파크,더넥스트스파크,as-0069738,20482.0,217689.0,"Bumper:coating,repair",,"Bumper:coating,repair"
2706,한국GM,스파크,더넥스트스파크,as-0068039,19532.0,507539.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2707,한국GM,스파크,더넥스트스파크,as-0064076,17457.0,748462.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
2708,한국GM,스파크,더넥스트스파크,as-0058122,13573.0,339126.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2709,한국GM,스파크,더넥스트스파크,as-0048100,7484.0,565979.0,"Bumper:coating,repair",,"Bumper:coating,repair"
2710,한국GM,스파크,더넥스트스파크,as-0042285,4337.0,763518.0,"Bumper:coating,exchange","Bumper:coating,exchange",
2711,한국GM,스파크,더넥스트스파크,as-0041913,4113.0,656062.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2712,한국GM,스파크,더넥스트스파크,as-0041744,4000.0,454361.0,Front bumper:repair;Bumper:coating,,Front bumper:repair;Bumper:coating
2713,한국GM,스파크,더넥스트스파크,as-0041525,3864.0,583301.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
2714,한국GM,스파크,더넥스트스파크,as-0041168,3639.0,484222.0,"Front bumper:repair;Bumper:coating,exchange","Front bumper:repair;Bumper:coating,exchange",
2715,한국GM,스파크,더넥스트스파크,as-0040804,3384.0,417661.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2716,한국GM,스파크,더넥스트스파크,as-0040101,2882.0,450436.0,"Front bumper:repair,coating",,"Front bumper:repair,coating"
2717,한국GM,스파크,더넥스트스파크,as-0038705,1986.0,226758.0,Front bumper:coating,,Front bumper:coating
2718,한국GM,스파크,더넥스트스파크,as-0038571,1904.0,219838.0,Front bumper:coating,,Front bumper:coating
