category_id,cnt,maker,model,detail,model_detail,cost_wages,cost_repairparts,cost_total,part,repair
as-0055520,31947,기아,모닝,올 뉴 모닝(11),럭셔리,234888.0,0,234888,,"Front bumper:repair,coating"
as-0055553,31958,기아,쏘렌토,올뉴쏘렌토,R2.0 프레스티지,425778.0,0,425778,Front bumper,Front bumper:coating
as-0055615,31988,기아,카니발,올뉴카니발(14),프레스티지(9인승),306320.0,227300,533620,,Wheel:exchange
as-0055620,31991,현대,투싼,투싼 IX,디젤VGT 2WD LMX20,379586.0,0,379586,Front bumper,"Front bumper:repair,coating"
as-0055651,32006,기아,K7,K7,VG 350,304016.0,0,304016,,"Front bumper:repair,coating"
as-0055662,32011,현대,베라크루즈,베라크루즈,300VXL (2WD),280966.0,0,280966,Front bumper,"Front bumper:repair,coating"
as-0055667,32014,기아,모닝,올 뉴 모닝(11),럭셔리,241618.0,0,241618,,"Front bumper:repair,coating"
as-0055668,32015,현대,G80,제네시스(14),G380 Finest Edition,89600.0,380000,469600,Wheel,Wheel:exchange
as-0055701,32031,현대,투싼,올뉴투싼,UⅡ 1.7 스타일,324576.0,0,324576,Front bumper,"Front bumper:repair,coating"
as-0055737,32051,현대,쏘나타,LF 쏘나타,2.0 CVVL PREMIUM,255738.0,0,255738,,Front bumper:coating
as-0055739,32053,기아,스포티지,스포티지(16),노블레스 스페셜 2.0,294296.0,0,294296,,"Front bumper:repair,coating"
as-0055814,32100,현대,투싼,올뉴투싼,R2.0 스타일,326878.0,0,326878,,"Front bumper:repair,coating;Bumper:coating"
as-0055875,32134,기아,쏘렌토,올뉴쏘렌토,R2.0 프레스티지,335486.0,0,335486,Front bumper,"Front bumper:repair,coating"
as-0055908,32148,기아,쏘렌토,뉴쏘렌토R(13),2.0 디젤 4WD (7인승),281026.0,0,281026,,"Front bumper:repair,coating"
as-0055921,32156,기아,모닝,올 뉴 모닝(11),럭셔리,234888.0,0,234888,,"Front bumper:repair,coating"
as-0055944,32171,기아,K3,K3,프레스티지,70200.0,190000,260200,,Wheel:exchange
as-0055946,32173,기아,K5,K5,가솔린 2.0 프레스티지,294816.0,0,294816,,"Front bumper:repair,coating"
as-0055974,32191,기아,스포티지,스포티지(16),노블레스 스페셜 2.0,310906.0,0,310906,Rear bumper,"Front bumper:repair,coating"
as-0055986,32199,기아,카니발,올뉴카니발(14),프레스티지(9인승),379306.0,0,379306,Front bumper,"Front bumper:repair,coating"
as-0056030,32226,기아,스포티지,스포티지(16),노블레스 스페셜 2.0,323158.0,0,323158,,"Front bumper:repair,coating"
as-0056032,32227,기아,모닝,올 뉴 모닝(11),럭셔리,241618.0,0,241618,,"Front bumper:repair,coating"
as-0056051,32238,기아,레이,레이,1.0 가솔린 프레스티지,271438.0,0,271438,Front bumper,"Front bumper:repair,coating"
as-0056073,32253,기아,카니발,올뉴카니발(14),노블레스(9인승),355766.0,0,355766,,"Front bumper:repair,coating"
as-0056202,32329,현대,그랜저,그랜져IG(17),가솔린 3.0 익스 스페셜,354246.0,0,354246,,"Front bumper:repair,coating"
as-0056209,32333,현대,그랜저,그랜져IG(17),가솔린 3.0 익스 스페셜,340598.0,0,340598,,"Front bumper:repair,coating"
as-0056231,32345,현대,그랜저,그랜져IG(17),가솔린 2.4 프리미엄 스페셜,356156.0,0,356156,Front bumper,"Front bumper:repair,coating"
as-0056253,32357,현대,그랜저,HG그랜져,HG 300,293668.0,0,293668,,"Front bumper:repair,coating"
as-0056263,32366,현대,싼타페,싼타페DM,디젤 2.2 4WD,311596.0,0,311596,,"Front bumper:repair,coating"
as-0056298,32388,현대,그랜저,HG그랜져,HG 300 (15),360116.0,0,360116,Front bumper,"Front bumper:repair,coating"
as-0056358,32426,기아,모닝,올 뉴 모닝(11),럭셔리,146780.0,0,146780,,Wheel:exchange
as-0056406,32455,현대,G80,제네시스(14),G330 Premium,519646.0,0,519646,Front bumper,"Front bumper:repair,coating"
as-0056435,32474,현대,EQ900,EQ900,3.8 GDI 프리미엄럭셔리,413266.0,0,413266,Front bumper,"Front bumper:repair,coating"
as-0056481,32503,기아,레이,레이,1.0 가솔린 프레스티지,263936.0,0,263936,,"Front bumper:repair,coating"
as-0056502,32512,현대,쏘나타,LF 쏘나타,2.0 LPI,295776.0,0,295776,,"Front bumper:repair,coating"
as-0056538,32532,현대,그랜저,HG그랜져,HG 330,556706.0,0,556706,,"Front bumper:repair,coating"
as-0056541,32534,현대,에쿠스,에쿠스(09),VS380 프레스티지,315188.0,0,315188,,"Front bumper:repair,coating"
as-0056571,32555,현대,아반떼,아반떼AD(16),1.6 GDI 프리미엄,324106.0,0,324106,Front bumper,"Front bumper:repair,coating"
as-0056572,32556,기아,쏘렌토,올뉴쏘렌토,R2.2 디젤 노블레스,299966.0,0,299966,Front bumper,"Front bumper:repair,coating"
as-0056575,32558,기아,모닝,올 뉴 모닝(11),럭셔리,238518.0,0,238518,"Front fender,Front bumper","Front bumper:repair,coating"
as-0056643,32600,현대,그랜저,그랜져IG(17),가솔린 3.0 익스 스페셜,466496.0,0,466496,"Head lights,Front bumper","Front bumper:repair,coating"
as-0056653,32608,기아,K5,K5(15),가솔린 2.0 T-GDI 노블레스,174160.0,0,174160,,Wheel:exchange
as-0056776,32684,기아,모닝,올 뉴 모닝(11),럭셔리,238518.0,0,238518,,"Front bumper:repair,coating"
as-0056787,32692,기아,니로,니로,노블레스,332546.0,0,332546,Front bumper,"Front bumper:repair,coating"
as-0056793,32696,기아,K7,올 뉴 K7,3.3 GDI 노블레스 스페셜,112920.0,760000,872920,,Wheel:exchange;Wheel:exchange
as-0056821,32713,현대,그랜저,그랜져IG(17),가솔린 3.0 익스 스페셜,329840.0,310000,639840,Wheel,Wheel:exchange
as-0056822,32714,기아,레이,레이,1.0 가솔린 프레스티지,257178.0,0,257178,,"Front bumper:repair,coating"
as-0056835,32723,기아,스포티지,스포티지(16),노블레스 2.0,286720.0,176400,463120,,Wheel:exchange
as-0056846,32732,현대,그랜저,HG그랜져,HG 300 (15),365971.0,0,365971,Front bumper,"Front bumper:repair,coating"
as-0056847,32733,르노삼성,SM6,SM6,2.0 GDE RE,245978.0,0,245978,Front bumper,"Front bumper:repair,coating"
as-0056848,32734,기아,쏘렌토,올뉴쏘렌토(18),2.0 디젤 노블레스 스페셜,583261.0,0,583261,,"Front bumper:repair,coating"
as-0056862,32745,기아,모닝,올 뉴 모닝(11),럭셔리,253976.0,0,253976,,"Front bumper:repair,coating"
as-0056863,32746,기아,모닝,올 뉴 모닝(11),럭셔리,253976.0,0,253976,,"Front bumper:repair,coating"
as-0056885,32763,현대,G80,G80(16),3.8 프레스티지,422936.0,0,422936,"Front fender,Front bumper","Front bumper:repair,coating"
as-0056886,32764,기아,K7,올 뉴 K7,3.3 GDI 노블레스,344096.0,0,344096,"Rear bumper,Trunk lid","Front bumper:repair,coating"
as-0056916,32787,현대,EQ900,EQ900,5.0 GDI 프레스티지,522066.0,0,522066,,"Front bumper:repair,coating"
as-0056949,32811,현대,싼타페,싼타페(15),디젤2.0  익스클루시브,311266.0,0,311266,,"Front bumper:repair,coating"
as-0056961,32820,기아,모닝,올뉴모닝(15),럭셔리,251088.0,0,251088,"Bonnet,Front bumper","Front bumper:repair,coating"
as-0057003,32845,기아,쏘렌토,올뉴쏘렌토,R2.0 프레스티지,25200.0,0,25200,Front bumper,Wheel:exchange
as-0057086,32903,기아,스팅어,스팅어(17),2.2 디젤 프라임,199370.0,210000,409370,,Wheel:exchange
as-0057116,32919,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 프레스티지,303786.0,0,303786,,"Front bumper:repair,coating"
as-0057132,32931,기아,카니발,올뉴카니발(14),노블레스(9인승),347366.0,0,347366,,"Front bumper:repair,coating"
as-0057149,32943,현대,아이오닉,아이오닉,Q,311486.0,0,311486,,"Front bumper:repair,coating"
as-0057206,32978,현대,쏘나타,LF 쏘나타,2.0 LPI,300256.0,0,300256,,"Front bumper:repair,coating"
as-0057274,33024,기아,쏘렌토,올뉴쏘렌토,R2.0 프레스티지,326951.0,0,326951,,"Front bumper:repair,coating"
as-0057286,33030,기아,스포티지,스포티지(16),노블레스 2.0,291436.0,0,291436,,"Front bumper:repair,coating"
as-0057291,33033,기아,모닝,올 뉴 모닝(11),럭셔리,253266.0,0,253266,,"Front bumper:repair,coating"
as-0057292,33034,현대,싼타페,싼타페(15),디젤2.0  익스클루시브,317266.0,0,317266,Front bumper,"Front bumper:repair,coating"
as-0057326,33053,현대,아반떼,아반떼AD(16),1.6 GDI 프리미엄,302356.0,0,302356,,"Front bumper:repair,coating"
as-0057351,33070,현대,그랜저,그랜져IG(17),가솔린 2.4 프리미엄 스페셜,345706.0,0,345706,,"Front bumper:repair,coating"
as-0057427,33124,현대,싼타페,싼타페(15),디젤2.0  익스 스페셜,307156.0,0,307156,Front bumper,"Front bumper:repair,coating"
as-0057453,33144,기아,니로,니로,노블레스,413766.0,0,413766,,"Front bumper:repair,coating"
as-0057496,33175,기아,카니발,올뉴카니발(14),프레스티지(9인승),351846.0,0,351846,,"Front bumper:repair,coating"
as-0057529,33197,기아,카니발,올뉴카니발(14),노블레스(9인승),345046.0,0,345046,Front bumper,"Front bumper:repair,coating"
as-0057544,33206,기아,레이,레이,1.0 가솔린 프레스티지,283796.0,0,283796,,"Front bumper:repair,coating"
as-0057575,33227,기아,모닝,올뉴모닝(15),럭셔리,235458.0,0,235458,Front bumper,"Front bumper:repair,coating"
as-0057591,33236,현대,투싼,올뉴투싼,R2.0 프리미엄,79240.0,0,79240,Wheel,Wheel:exchange
as-0057673,33291,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 노블레스,359086.0,0,359086,,"Front bumper:repair,coating"
as-0057684,33297,현대,쏘나타,LF 쏘나타,2.0 CVVL STYLE,375758.0,0,375758,Front bumper,"Front bumper:repair,coating"
as-0057699,33307,기아,니로,니로,프레스티지,355540.0,246000,601540,Wheel,Wheel:exchange;Wheel:exchange
as-0057704,33311,현대,투싼,올뉴투싼(15),UⅡ 1.7 스타일,343156.0,0,343156,Front bumper,"Front bumper:repair,coating"
as-0057728,33325,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 디럭스,303786.0,0,303786,Front bumper,"Front bumper:repair,coating"
as-0057766,33342,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 디럭스,373638.0,0,373638,,"Front bumper:repair,coating"
as-0057775,33346,현대,투싼,올뉴투싼(15),UⅡ 1.7 스타일,352706.0,0,352706,,"Front bumper:repair,coating"
as-0057798,33359,기아,K3,K3(4도어)(16),프레스티지(가솔린),332436.0,0,332436,,"Front bumper:repair,coating"
as-0057808,33366,기아,모하비,모하비(16),노블레스(2WD),420096.0,0,420096,,"Front bumper:repair,coating"
as-0057819,33373,기아,스포티지,스포티지(16),트렌디 2.0,305798.0,0,305798,,"Front bumper:repair,coating"
as-0057823,33376,현대,싼타페,싼타페(15),디젤2.0  익스클루시브,302756.0,0,302756,Front bumper,"Front bumper:repair,coating"
as-0057877,33411,기아,카니발,올뉴카니발(14),프레스티지(9인승),442966.0,0,442966,Front bumper,"Front bumper:repair,coating"
as-0057880,33414,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 프레스티지,375416.0,0,375416,,"Front bumper:repair,coating"
as-0057887,33420,현대,그랜저,그랜져IG(17),가솔린 2.4 프리미엄 스페셜,420986.0,0,420986,,"Front bumper:repair,coating"
as-0057907,33433,기아,모하비,모하비(16),노블레스(2WD),388266.0,0,388266,,"Front bumper:repair,coating"
as-0057942,33453,기아,모닝,올뉴모닝(17),럭셔리,297986.0,0,297986,,"Front bumper:repair,coating"
as-0057996,33489,현대,아반떼,아반떼AD(16),SPORT 익스트림 셀렉션,319776.0,0,319776,,"Front bumper:repair,coating"
as-0058014,33501,현대,아반떼,아반떼AD(16),SPORT 익스트림 셀렉션,568776.0,0,568776,,"Front bumper:repair,coating"
as-0058036,33516,현대,그랜저,그랜져IG(17),가솔린 2.4 프리미엄 스페셜,401896.0,0,401896,,"Front bumper:repair,coating"
as-0058049,33525,기아,모닝,올뉴모닝(15),스마트,371198.0,0,371198,"Bonnet,Front bumper","Front bumper:repair,coating"
as-0058078,33544,기아,K7,K7,VG 240,345176.0,0,345176,Front bumper,"Front bumper:repair,coating"
as-0058086,33552,현대,그랜저,그랜져IG(17),가솔린 2.4 모던,415486.0,0,415486,,"Front bumper:repair,coating"
as-0058087,33553,기아,K3,K3(4도어)(16),프레스티지(가솔린),387356.0,0,387356,,"Front bumper:repair,coating"
as-0058096,33558,기아,K3,K3(4도어)(16),프레스티지(가솔린),394236.0,0,394236,"Head lights,Front bumper","Front bumper:repair,coating"
as-0058122,33573,한국GM,스파크,더넥스트스파크,LTZ(에코),339126.0,0,339126,Front bumper,"Front bumper:repair,coating"
as-0058165,33600,기아,모닝,올뉴모닝(17),프레스티지,301778.0,0,301778,,"Front bumper:repair,coating"
as-0058201,33624,기아,K9,K9,3.3 GDI 프레스티지,401956.0,0,401956,Front bumper,"Front bumper:repair,coating"
as-0058210,33630,현대,싼타페,싼타페(15),디젤2.0 스마트,692456.0,0,692456,,"Front bumper:repair,coating"
as-0058246,33659,현대,싼타페,싼타페(15),디젤2.0  프리미엄,376036.0,0,376036,,"Front bumper:repair,coating"
as-0058333,33713,기아,쏘울,올 뉴 쏘울,1.6 가솔린,339348.0,0,339348,Front bumper,"Front bumper:repair,coating"
as-0058350,33721,현대,쏘나타,LF 쏘나타,2.0 LPI,345016.0,0,345016,,"Front bumper:repair,coating"
as-0058374,33736,기아,모하비,모하비(16),노블레스(2WD),467916.0,0,467916,Front bumper,"Front bumper:repair,coating"
as-0058399,33752,현대,그랜저,그랜져IG(17),가솔린 3.0 익스 스페셜,420986.0,0,420986,,"Front bumper:repair,coating"
as-0058423,33769,현대,투싼,올뉴투싼(15),R2.0 모던,325836.0,0,325836,Front bumper,"Front bumper:repair,coating"
as-0058426,33771,현대,그랜저,그랜져IG(17),가솔린 3.0 익스,420986.0,0,420986,Front bumper,"Front bumper:repair,coating"
as-0058499,33827,현대,쏘나타,LF 쏘나타,2.0 CVVL PREMIUM,435106.0,0,435106,,"Front bumper:repair,coating"
as-0058569,33870,기아,모하비,모하비(16),프레지던트(4WD),438126.0,0,438126,,"Front bumper:repair,coating"
as-0058580,33877,현대,G80,G80(16),3.3 프리미엄 럭셔리,473206.0,0,473206,,"Front bumper:repair,coating"
as-0058615,33906,기아,스포티지,스포티지(16),프레스티지 2.0,410936.0,0,410936,,"Front bumper:repair,coating"
as-0058620,33910,기아,K5,K5(18),가솔린 2.0 인텔리젼트,414706.0,0,414706,,"Front bumper:repair,coating"
as-0058632,33921,기아,K3,K3(4도어)(16),프레스티지(가솔린),376038.0,0,376038,,"Front bumper:repair,coating"
as-0058669,33945,현대,아반떼,아반떼AD(16),1.6 GDI 프리미엄,368936.0,0,368936,,"Front bumper:repair,coating"
as-0058683,33957,현대,그랜저,HG그랜져,밀레니엄,377906.0,0,377906,Front bumper,"Front bumper:repair,coating"
as-0058697,33967,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 프레스티지,268550.0,149000,417550,"Front bumper,Wheel",Wheel:exchange
as-0058700,33970,기아,쏘렌토,올뉴쏘렌토(18),2.0 디젤 노블레스,686921.0,0,686921,"Bonnet,Front bumper","Front bumper:repair,coating"
as-0058705,33974,현대,그랜저,그랜져IG(17),가솔린 2.4 프리미엄 스페셜,585416.0,0,585416,,"Front bumper:repair,coating"
as-0058707,33976,현대,싼타페,싼타페(15),디젤2.0  익스클루시브,370536.0,0,370536,,"Front bumper:repair,coating"
as-0058726,33990,현대,그랜저,HG그랜져,HG 240,374476.0,0,374476,Front bumper,"Front bumper:repair,coating"
as-0058729,33992,현대,아반떼,아반떼AD(16),SPORT 익스트림 셀렉션,199440.0,0,199440,,Wheel:exchange
as-0058778,34024,현대,그랜저,그랜져IG(17),가솔린 3.0 익스,415486.0,0,415486,Trunk lid,"Front bumper:repair,coating"
as-0058783,34028,현대,그랜저,그랜져IG(17),가솔린 2.4 프리미엄,420986.0,0,420986,,"Front bumper:repair,coating"
as-0058922,34128,기아,K7,올 뉴 K7,3.3 GDI 노블레스,407326.0,0,407326,,"Front bumper:repair,coating"
as-0058931,34134,기아,쏘렌토,올뉴쏘렌토,R2.2 노블레스,372946.0,0,372946,,"Front bumper:repair,coating"
as-0058964,34157,기아,모닝,올뉴모닝(15),럭셔리,284588.0,0,284588,,"Front bumper:repair,coating"
as-0058965,34158,현대,쏘나타,LF 쏘나타,2.0 CVVL SMART,359366.0,0,359366,,"Front bumper:repair,coating"
as-0058980,34168,현대,쏘나타,LF 쏘나타 뉴라이즈,2.0 모던,356016.0,0,356016,Front bumper,"Front bumper:repair,coating"
as-0059024,34195,기아,니로,니로,프레스티지,395106.0,0,395106,,"Front bumper:repair,coating"
as-0059032,34200,기아,니로,니로,프레스티지,395106.0,0,395106,,"Front bumper:repair,coating"
as-0059044,34210,기아,니로,니로,노블레스,395106.0,0,395106,,"Front bumper:repair,coating"
as-0059063,34222,현대,아반떼,아반떼AD(16),1.6 GDI 모던,263366.0,0,263366,Head lights,"Front bumper:repair,coating"
as-0059064,34223,현대,싼타페,싼타페(15),디젤2.2 프리미엄,370536.0,0,370536,Head lights,"Front bumper:repair,coating"
as-0059071,34229,기아,니로,니로,프레스티지,372046.0,0,372046,Front bumper,"Front bumper:repair,coating"
as-0059099,34253,기아,모하비,모하비(16),프레지던트(4WD),322896.0,0,322896,,"Front bumper:repair,coating"
as-0059105,34257,현대,쏘나타,LF 쏘나타,2.0 CVVL SMART,341776.0,0,341776,,"Front bumper:repair,coating"
as-0059110,34262,기아,레이,레이,1.0 가솔린 프레스티지,329906.0,0,329906,Front bumper,"Front bumper:repair,coating"
as-0059129,34278,현대,쏘나타,LF 쏘나타,2.0 CVVL PREMIUM,344638.0,0,344638,,"Front bumper:repair,coating"
as-0059150,34292,현대,싼타페,싼타페(15),디젤2.0  익스클루시브,406296.0,0,406296,Front bumper,"Front bumper:repair,coating"
as-0059196,34319,현대,그랜저,HG그랜져,HG 220 (15),369366.0,0,369366,,"Front bumper:repair,coating"
as-0059211,34329,현대,아반떼,아반떼AD(16),SPORT 오리지널,382696.0,0,382696,"Front fender,Front bumper","Front bumper:repair,coating"
as-0059236,34346,기아,K5,K5(18),가솔린 2.0 노블레스,372396.0,0,372396,,"Front bumper:repair,coating"
as-0059292,34384,기아,카니발,올뉴카니발(14),2.2디젤디럭스(11인승),413276.0,0,413276,,"Front bumper:repair,coating"
as-0059345,34415,기아,니로,니로,럭셔리,395106.0,0,395106,Rear lamp,"Front bumper:repair,coating"
as-0059353,34420,기아,K7,올 뉴 K7,2.4 GDI 프레스티지,446116.0,0,446116,Front bumper,"Front bumper:repair,coating"
as-0059383,34440,현대,그랜저,HG그랜져,HG 220 (15),369366.0,0,369366,,"Front bumper:repair,coating"
as-0059421,34468,현대,투싼,올뉴투싼(15),R2.0 프리미엄,408096.0,0,408096,,"Front bumper:repair,coating"
as-0059430,34474,기아,K7,올 뉴 K7,2.4 GDI 프레스티지,401826.0,0,401826,Front bumper,"Front bumper:repair,coating"
as-0059434,34477,기아,K3,K3(4도어)(16),트랜디(가솔린),387356.0,0,387356,Front bumper,"Front bumper:repair,coating"
as-0059476,34509,기아,스토닉,스토닉,1.4 가솔린 트랜디,389317.0,0,389317,Front bumper,Front bumper:repair;Bumper:coating
as-0059517,34537,현대,G80,제네시스(14),G330 Modern,478026.0,0,478026,Front bumper,"Front bumper:repair,coating"
as-0059549,34558,기아,K5,K5(15),디젤 1.7 노블레스,372396.0,0,372396,Front bumper,"Front bumper:repair,coating"
as-0059556,34565,기아,레이,레이(18),가솔린 트랜디,329906.0,0,329906,"Front fender,Front bumper","Front bumper:repair,coating"
as-0059586,34585,기아,니로,니로,프레스티지,439586.0,0,439586,Trunk lid,"Front bumper:repair,coating"
as-0059620,34605,현대,그랜저,HG그랜져,HG 240,369366.0,0,369366,,"Front bumper:repair,coating"
as-0059635,34615,기아,K5,K5(15),가솔린 1.6 T-GDI 프레스티지,480286.0,0,480286,Front bumper,"Front bumper:repair,coating"
as-0059646,34623,현대,아반떼,아반떼AD(16),1.6 GDI 스마트,368936.0,0,368936,Front bumper,"Front bumper:repair,coating"
as-0059680,34650,현대,투싼,올뉴투싼(15),R2.0 스타일,367146.0,0,367146,Front bumper,"Front bumper:repair,coating"
as-0059704,34663,현대,싼타페,싼타페TM(18),디젤2.0,450347.0,0,450347,Front bumper,Front bumper:repair;Bumper:coating
as-0059730,34679,현대,싼타페,싼타페TM(18),디젤2.2,343839.0,0,343839,Front bumper,"Bumper:coating,exchange"
as-0059756,34697,기아,카니발,올뉴카니발(14),2.2디젤프레스티지(9인승),276800.0,158000,434800,Front fender,Wheel:exchange
as-0059776,34710,기아,K3,K3(18),트랜디,699197.0,0,699197,Front bumper,Front bumper:repair;Bumper:coating
as-0059838,34757,기아,쏘렌토,올뉴쏘렌토,R2.2 디젤 노블레스,367106.0,0,367106,"Front fender,Front bumper","Front bumper:repair,coating"
as-0059841,34760,기아,K3,K3,럭셔리,387356.0,0,387356,Front bumper,"Front bumper:repair,coating"
as-0059858,34771,기아,쏘렌토,올뉴쏘렌토(18),2.0 디젤 노블레스 스페셜,140990.0,144200,285190,,Wheel:exchange;Wheel:exchange
as-0059860,34772,기아,모닝,올뉴모닝(15),럭셔리,280886.0,0,280886,Front bumper,"Front bumper:repair,coating"
as-0059881,34784,기아,쏘렌토,올뉴쏘렌토(18),2.0 디젤 노블레스 스페셜,395126.0,0,395126,,"Front bumper:repair,coating"
as-0059889,34790,기아,모닝,올뉴모닝(17),럭셔리,311806.0,0,311806,Front bumper,"Front bumper:repair,coating"
as-0059908,34804,현대,싼타페,싼타페TM(18),디젤2.0,532407.0,0,532407,"Front fender,Front bumper","Front bumper:repair;Bumper:coating,exchange"
as-0059913,34806,현대,쏘나타,LF 쏘나타,2.0 CVVL SMART,393236.0,0,393236,Front bumper,"Front bumper:repair,coating"
as-0059932,34820,기아,스포티지,스포티지(16),프레스티지 2.0,354926.0,0,354926,,"Front bumper:repair,coating"
as-0059968,34839,기아,K9,K9(18),3.8GDi 플레티넘Ⅱ,630847.0,0,630847,"Head lights,Front fender,Front bumper",Front bumper:repair;Bumper:coating
as-0059971,34842,현대,스타렉스,그랜드스타렉스5밴(18),디젤 스타일,474106.0,0,474106,Front bumper,"Front bumper:repair,coating"
as-0059978,34847,현대,쏘나타,LF 쏘나타,2.0 LPI,368717.0,0,368717,Front bumper,Front bumper:repair;Bumper:coating
as-0059979,34848,기아,스포티지,스포티지(16),노블레스 2.0,394176.0,0,394176,Front bumper,"Front bumper:repair,coating"
as-0059982,34850,기아,K9,K9(15),3.3 이그제큐티브,396456.0,0,396456,Rear bumper,"Front bumper:repair,coating"
as-0059992,34856,현대,그랜저,그랜져IG(17),가솔린 3.0 익스,405796.0,0,405796,,"Front bumper:repair,coating"
as-0060008,34868,현대,투싼,올뉴투싼(15),1.6T 프리미엄(GDi),387676.0,0,387676,Front bumper,"Front bumper:repair,coating"
as-0060051,34899,현대,투싼,올뉴투싼(15),R2.0 스타일,387676.0,0,387676,Front bumper,"Front bumper:repair,coating"
as-0060065,34908,현대,쏘나타,LF 쏘나타 뉴라이즈,2.0 LPi,356016.0,0,356016,,"Front bumper:repair,coating"
as-0060079,34916,기아,모하비,모하비,KV300 (2WD),473271.0,0,473271,"Bonnet,Front bumper","Front bumper:repair,coating;Bumper:exchange"
as-0060100,34934,기아,모하비,모하비(16),VIP(4WD),322896.0,0,322896,Front bumper,"Front bumper:repair,coating"
as-0060116,34945,기아,쏘렌토,올뉴쏘렌토(18),마스터(2.0디젤),395126.0,0,395126,,"Front bumper:repair,coating"
as-0060143,34964,기아,쏘렌토,올뉴쏘렌토,R2.0 디젤 프레스티지,682036.0,0,682036,Bonnet,"Front bumper:repair,coating"
as-0060147,34967,현대,G80,G80(16),3.3 럭셔리,478026.0,0,478026,Front bumper,"Front bumper:repair,coating"
as-0060167,34983,현대,그랜저,그랜져IG(17),가솔린 3.0 익스,416116.0,0,416116,Front bumper,"Front bumper:repair,coating"
as-0060208,35008,현대,투싼,올뉴투싼(15),R2.0 모던,367146.0,0,367146,Front bumper,"Front bumper:repair,coating"
as-0060214,35012,기아,K3,K3(18),럭셔리,410197.0,0,410197,"Rear bumper,Trunk lid",Front bumper:repair;Bumper:coating
as-0060215,35013,기아,K5,K5(15),디젤 1.7 노블레스,362076.0,0,362076,Front bumper,"Front bumper:repair,coating"
as-0060272,35051,현대,쏘나타,LF 쏘나타,2.0 CVVL SMART,345616.0,0,345616,Front bumper,"Front bumper:repair,coating"
as-0060284,35058,현대,그랜저,그랜져IG(17),가솔린 3.0 익스,539486.0,0,539486,,"Front bumper:repair,coating"
as-0060303,35071,현대,그랜저,HG그랜져,HG 240 (15),369366.0,0,369366,,"Front bumper:repair,coating"
as-0060313,35075,현대,맥스크루즈,맥스크루즈(16),디젤 2.2 프레스티지,335036.0,0,335036,,"Front bumper:repair,coating"
as-0060314,35076,기아,스포티지,스포티지(16),노블레스 1.7,354926.0,0,354926,Front bumper,"Front bumper:repair,coating"
as-0060325,35084,현대,쏘나타,LF 쏘나타,2.0 CVVL SMART,368476.0,0,368476,Front bumper,"Front bumper:repair,coating"
as-0060331,35085,현대,싼타페,싼타페(15),디젤2.0  프리미엄,411116.0,0,411116,,"Front bumper:repair,coating"
as-0060429,35153,기아,스토닉,스토닉,1.4 가솔린 프레스티지,349087.0,0,349087,,Front bumper:repair;Bumper:coating
as-0060467,35175,기아,K7,올 뉴 K7,R 2.2 프레스티지,446116.0,0,446116,,"Front bumper:repair,coating"
as-0060480,35185,현대,아반떼,아반떼AD(16),1.6 GDI 스마트,299649.0,0,299649,,"Bumper:coating,exchange"
as-0060489,35192,현대,맥스크루즈,맥스크루즈,디젤 2.2 4WD (7인승),373286.0,0,373286,Front bumper,"Front bumper:repair,coating"
as-0060514,35206,기아,쏘렌토,올뉴쏘렌토,R2.2 디젤 노블레스,340468.0,0,340468,,"Front bumper:repair,coating"
as-0060586,35254,현대,스타렉스,그랜드스타렉스웨건(18),디젤 익스클루시브(9인승),464811.0,0,464811,Rear bumper,"Front bumper:repair,coating"
as-0060596,35259,현대,G80,G80(16),3.3 프리미엄 럭셔리,478026.0,0,478026,,"Front bumper:repair,coating"
as-0060614,35274,현대,G80,G80(16),3.3 프리미엄 럭셔리,514168.0,0,514168,,"Front bumper:repair,coating"
as-0060621,35279,기아,K9,K9(18),3.8GDi 플레티넘Ⅱ,599587.0,0,599587,,Front bumper:repair;Bumper:coating
as-0060636,35290,현대,아반떼,아반떼AD(16),1.6 GDI 스마트,368936.0,0,368936,Front bumper,"Front bumper:repair,coating"
as-0060669,35309,기아,니로,니로,프레스티지,395106.0,0,395106,,"Front bumper:repair,coating"
as-0060690,35324,현대,그랜저,그랜져IG(17),가솔린 2.4 프리미엄 스페셜,41260.0,620000,661260,,Wheel:exchange;Wheel:exchange
as-0060737,35353,기아,스포티지,스포티지(16),노블레스 스페셜 2.0,394176.0,0,394176,,"Front bumper:repair,coating"
as-0060748,35360,기아,레이,레이(18),가솔린 럭셔리,319788.0,0,319788,,"Front bumper:repair,coating"
as-0060754,35365,현대,G80,제네시스(14),G330 Modern,478026.0,0,478026,Front bumper,"Front bumper:repair,coating"
as-0060793,35392,현대,싼타페,싼타페TM(18),디젤2.0,321289.0,0,321289,,Side mirror:exchange
as-0060795,35394,기아,K5,K5(15),가솔린 2.0 디럭스,404986.0,0,404986,,"Front bumper:repair,coating"
as-0060811,35406,현대,아반떼,아반떼AD(16),1.6 GDI 모던,307559.0,0,307559,Front bumper,"Bumper:coating,exchange"
